id,shares
0,200.0
1,3100.0
2,500.0
3,800.0
4,400.0
5,200.0
6,100.0
7,200.0
8,100.0
9,200.0
10,1500.0
11,900.0
12,6900.0
13,0.0
14,100.0
15,200.0
16,700.0
17,1300.0
18,700.0
19,200.0
20,1600.0
21,200.0
22,1400.0
23,300.0
24,200.0
25,100.0
26,3100.0
27,2400.0
28,200.0
29,2600.0
30,700.0
31,100.0
32,2600.0
33,1200.0
34,500.0
35,1000.0
36,100.0
37,1300.0
38,3600.0
39,300.0
40,200.0
41,2900.0
42,1500.0
43,2500.0
44,2600.0
45,300.0
46,500.0
47,200.0
48,200.0
49,2800.0
50,200.0
51,3400.0
52,1700.0
53,200.0
54,100.0
55,200.0
56,200.0
57,100.0
58,200.0
59,1300.0
60,200.0
61,300.0
62,100.0
63,4600.0
64,400.0
65,300.0
66,1000.0
67,600.0
68,2300.0
69,300.0
70,200.0
71,1500.0
72,800.0
73,2300.0
74,4400.0
75,2600.0
76,600.0
77,2400.0
78,300.0
79,1800.0
80,200.0
81,1700.0
82,2600.0
83,200.0
84,200.0
85,1100.0
86,1200.0
87,1300.0
88,1200.0
89,3100.0
90,4900.0
91,1800.0
92,200.0
93,100.0
94,100.0
95,1000.0
96,4100.0
97,300.0
98,2900.0
99,1800.0
100,200.0
101,300.0
102,1500.0
103,400.0
104,1300.0
105,1000.0
106,100.0
107,1100.0
108,100.0
109,1300.0
110,1100.0
111,100.0
112,300.0
113,100.0
114,200.0
115,800.0
116,700.0
117,200.0
118,400.0
119,2900.0
120,2200.0
121,500.0
122,600.0
123,900.0
124,300.0
125,900.0
126,2700.0
127,200.0
128,2700.0
129,700.0
130,2100.0
131,100.0
132,600.0
133,2400.0
134,200.0
135,200.0
136,1900.0
137,1000.0
138,100.0
139,2200.0
140,4200.0
141,1100.0
142,1100.0
143,1900.0
144,200.0
145,700.0
146,1700.0
147,200.0
148,1800.0
149,200.0
150,700.0
151,300.0
152,900.0
153,300.0
154,1400.0
155,200.0
156,1900.0
157,2500.0
158,100.0
159,2400.0
160,200.0
161,2700.0
162,1800.0
163,1000.0
164,100.0
165,1200.0
166,100.0
167,5300.0
168,200.0
169,100.0
170,700.0
171,1300.0
172,100.0
