id,shares
0,1995.3490734479574
1,2253.5791081355874
2,2874.655301035229
3,2331.9548398738452
4,2545.218716183682
5,1939.527962833326
6,1944.5548699615265
7,2499.3873901951492
8,2028.5065860737382
9,1998.1112784301672
10,2988.5128030588367
11,5569.221898895302
12,4502.919707502606
13,4026.4667090545045
14,1455.3155178930983
15,2838.3425437041105
16,2272.306183620786
17,2734.54875397686
18,2061.7917106130008
19,1691.0003176883251
20,2417.881317551718
21,2553.1791757065066
22,2192.6089721514063
23,1930.3999263365858
24,1552.3970421789122
25,1096.8375669009306
26,3793.0531593075466
27,4396.597440067682
28,3244.628410095592
29,3888.9277897629263
30,2512.8154241971806
31,1889.8767934097705
32,4658.528390741107
33,1784.6543663467255
34,1426.5738857334077
35,3994.309777637399
36,1571.1607429685055
37,5350.562351170315
38,4976.738556941305
39,2756.1478496238515
40,2264.0348420104256
41,3905.051068697945
42,3138.8096539914586
43,4202.063730547188
44,6323.719537391384
45,4480.438439192668
46,3072.1134991108675
47,1416.544858925352
48,1883.2641709140198
49,3327.349398446624
50,1603.9100917501692
51,3219.1655950209397
52,2769.7012736608594
53,2407.9700407570463
54,1813.2160242908076
55,3292.4885093183348
56,2770.7306106814185
57,2159.9085548329185
58,996.1359470505413
59,2388.7515072908545
60,2961.137957605796
61,2255.0304311173422
62,1701.4710266820634
63,3777.1285650895006
64,2874.485564503083
65,2864.2718771287573
66,2718.998055249075
67,3237.4534945781006
68,5604.694190988243
69,4210.541612887519
70,1814.373972581786
71,2957.210229067793
72,3020.874452410124
73,4962.95740478931
74,7714.169634203232
75,2783.0420295916056
76,1804.5529571064894
77,3484.992843855249
78,2047.4406823310173
79,3310.1327962144924
80,2706.3005598854743
81,5245.761366497079
82,3596.8321408909205
83,2412.581422990711
84,4079.445897033517
85,3035.2753456516975
86,2188.5368988639757
87,2166.7708807150293
88,3620.464839669101
89,5844.8770467116365
90,5305.068555804894
91,3712.411969403368
92,3707.854940000281
93,1568.0092844539554
94,4384.087316609165
95,2044.0003576121358
96,5748.623274506064
97,2876.2808853078677
98,3793.5393283360354
99,2293.2425166105922
100,2890.183097805716
101,2991.487055089634
102,3901.1705590667625
103,1821.0628290364243
104,2563.751752092169
105,3171.2049115574537
106,1651.3239932775523
107,2407.3291206697113
108,962.1094234269194
109,3046.256384674277
110,2360.4639746460725
111,1581.1480046201868
112,4049.512978554555
113,1809.9767256224309
114,3300.8301415700435
115,2151.4163400902917
116,1912.1812427496106
117,2182.388459182539
118,2134.811034756371
119,3620.8965955974436
120,7376.871903124111
121,1150.1444896957241
122,3935.859971507426
123,2570.054120213672
124,4467.65914069749
125,2950.1570603943974
126,3508.132137061182
127,2555.2634825949126
128,3475.0416334799393
129,1827.844464471867
130,3388.3377922972904
131,1573.0573281022785
132,2606.253080079221
133,4353.7313356208215
134,2306.456240630804
135,3131.865481290308
136,3242.751039572032
137,2974.4946717913253
138,1013.71042287094
139,3802.995972399496
140,3292.8980113018106
141,2536.967252722451
142,3986.8545552218684
143,2687.927287664419
144,2858.1361166018396
145,1422.019728418516
146,1793.7864510059958
147,2440.363938872255
148,4542.343277131244
149,3026.674277207052
150,3723.5704000135147
151,4614.006197422555
152,2212.3844535486533
153,1732.9288979248372
154,2475.3465754260897
155,1573.740271901334
156,3823.561413616784
157,3415.77842724554
158,1422.5886133711983
159,2238.8363039828946
160,3546.500882179288
161,2687.986254219204
162,3101.468528099016
163,2575.8117333416194
164,1723.3819006822673
165,2276.66658715651
166,1269.4112168397746
167,4370.961295477607
168,2823.265811743816
169,2033.2266388516036
170,2745.645073425737
171,1182.9621151381675
172,1802.1984378203078
173,2449.1591716199955
174,2270.075407068164
175,1746.5489787943752
176,2360.2081547209073
177,4750.441393786197
178,1584.3338671686201
179,3405.381117704066
180,4637.663937902934
181,2720.5350292758076
182,2391.9401604991363
183,1945.0142936796492
184,1982.664687136657
185,2918.124120539632
186,3201.608246272597
187,2052.9942595631233
188,2762.9232245838202
189,3942.617660334353
190,2463.143378712143
191,2279.1793318481596
192,3562.4390666023946
193,2470.571373767849
194,3056.9846901817964
195,3046.6416921096607
196,3229.8068246029998
197,1792.8476725107885
198,1548.6898147136649
199,4251.681375733312
200,1745.895965527523
201,2442.827608047912
202,1820.2065590943707
203,4877.902390420291
204,2646.479841072427
205,2396.075659897848
206,2128.6075448152956
207,1229.0936914607687
208,1857.057095286215
209,3660.3220650310896
210,2572.346312480091
211,1885.7697428165498
212,3464.050946881458
213,2811.5114536746432
214,2966.777859261777
215,2782.2314316909196
216,2863.6240293878227
217,2913.0783612889045
218,2304.067759278194
219,2269.5309177225854
220,2268.401827906243
221,3886.494398108589
222,3140.1031945048417
223,2005.0153017042453
224,1715.7874133261303
225,2677.838167374941
226,1468.3009494223502
227,1783.724298688035
228,2819.983773243999
229,2506.735669913992
230,6420.307288605934
231,2974.8380097493764
232,2954.431146456568
233,2107.909948781197
234,2453.0087705406477
235,1198.4922966816362
236,2652.5035572342367
237,2582.675677923263
238,1685.673296025112
239,2252.661559312218
240,1897.3820293530785
241,1787.4374610137074
242,1630.4639085154536
243,1974.6170115442133
244,1758.0859300425127
245,4510.5512100914275
246,5217.996030791729
247,2129.92546680675
248,4297.733797953882
249,4992.935010539496
250,3255.4525217324663
251,2644.923437674296
252,4395.244921529751
253,3424.7999770961933
254,1575.9962323607624
255,2217.1003454984
256,1884.0736363887163
257,2140.431636083286
258,3275.4109109053497
259,2417.5980303328824
260,2774.4088624339793
261,2297.0925417183917
262,1922.6792174388129
263,3553.938429870306
264,1985.7222935437617
265,5436.215332713964
266,2049.101737397871
267,2898.062546010773
268,4285.400298626245
269,1850.5220647075853
270,2144.61171738267
