id,shares
0,300.0
1,3700.0
2,200.0
3,600.0
4,200.0
5,300.0
6,200.0
7,200.0
8,200.0
9,400.0
10,2000.0
11,1700.0
12,6400.0
13,200.0
14,200.0
15,200.0
16,400.0
17,800.0
18,700.0
19,300.0
20,1700.0
21,200.0
22,2400.0
23,200.0
24,500.0
25,300.0
26,2900.0
27,3300.0
28,200.0
29,2000.0
30,1000.0
31,200.0
32,2600.0
33,1000.0
34,700.0
35,1000.0
36,200.0
37,1300.0
38,4600.0
39,200.0
40,200.0
41,3900.0
42,2200.0
43,2700.0
44,2400.0
45,200.0
46,300.0
47,200.0
48,200.0
49,2900.0
50,200.0
51,2500.0
52,1400.0
53,300.0
54,200.0
55,200.0
56,200.0
57,200.0
58,200.0
59,1300.0
60,200.0
61,400.0
62,200.0
63,3900.0
64,200.0
65,300.0
66,700.0
67,200.0
68,2400.0
69,200.0
70,200.0
71,1400.0
72,600.0
73,3000.0
74,4700.0
75,2300.0
76,1000.0
77,3100.0
78,200.0
79,3400.0
80,200.0
81,2800.0
82,2900.0
83,200.0
84,200.0
85,1500.0
86,2000.0
87,1500.0
88,1400.0
89,900.0
90,5100.0
91,1900.0
92,1000.0
93,200.0
94,200.0
95,1600.0
96,4200.0
97,600.0
98,3000.0
99,3000.0
100,200.0
101,200.0
102,900.0
103,400.0
104,1800.0
105,1100.0
106,200.0
107,800.0
108,200.0
109,2000.0
110,900.0
111,200.0
112,200.0
113,200.0
114,200.0
115,900.0
116,1200.0
117,300.0
118,300.0
119,1500.0
120,1900.0
121,200.0
122,1500.0
123,1200.0
124,200.0
125,200.0
126,2900.0
127,1400.0
128,3400.0
129,1000.0
130,2200.0
131,200.0
132,200.0
133,2500.0
134,200.0
135,200.0
136,3000.0
137,1900.0
138,200.0
139,1900.0
140,4300.0
141,1200.0
142,600.0
143,3200.0
144,200.0
145,1600.0
146,1800.0
147,200.0
148,2200.0
149,200.0
150,1300.0
151,200.0
152,1100.0
153,500.0
154,2000.0
155,300.0
156,2300.0
157,2700.0
158,200.0
159,2000.0
160,200.0
161,2900.0
162,2600.0
163,1100.0
164,200.0
165,1500.0
166,200.0
167,2900.0
168,200.0
169,200.0
170,1500.0
171,1300.0
172,200.0
173,200.0
174,200.0
175,200.0
176,1400.0
177,1700.0
178,200.0
179,200.0
180,200.0
181,2600.0
182,200.0
183,1200.0
184,1700.0
185,2300.0
186,3100.0
187,200.0
188,700.0
189,200.0
190,300.0
191,2200.0
192,1800.0
193,200.0
194,2600.0
195,2600.0
