id,shares
0,2103.84663573
1,2432.14992933
2,3067.56351984
3,2489.911118
4,2784.62974147
5,2002.63349299
6,2031.56241596
7,2581.46842691
8,2059.85765304
9,1920.95566184
10,3159.70142247
11,5831.43511665
12,4998.51562517
13,3741.87163344
14,1387.06270459
15,3059.26411097
16,2473.35166509
17,2818.53698785
18,2199.35620426
19,1852.66666478
20,2547.44771476
21,2573.73580286
22,2288.61652842
23,2094.7659126
24,1713.57317942
25,1072.42299642
26,4211.77097984
27,4919.28227462
28,3277.2958261
29,4402.45148895
30,2575.53232829
31,1929.83861786
32,5096.96847233
33,1944.13708573
34,1615.54762124
35,4280.58793232
36,1637.47841937
37,6424.09404806
38,5486.15633965
39,1046.65980861
40,2287.33011201
41,4226.97083594
42,3300.89603915
43,4567.25113527
44,6713.89570683
45,3292.80513729
46,3323.63514089
47,1435.26055772
48,1884.04271126
49,3555.31950556
50,1675.53436071
51,3410.67266164
52,2831.57286202
53,2409.50259511
54,1973.69989216
55,3716.3226505
56,2805.28682406
57,2176.04478104
58,909.658016713
59,2538.79596039
60,2980.70751324
61,2411.67471754
62,1784.91882084
63,3952.36293148
64,3053.5503623
65,3211.16215112
66,2838.78356303
67,3346.31824678
68,5915.19468263
69,2836.43111138
70,2000.96814336
71,2986.73912861
72,3186.30740828
73,5457.45814105
74,6664.50782557
75,3042.49497961
76,2117.8939647
77,3124.91659506
78,2084.18110921
79,3033.36071897
80,2791.86391317
81,8180.55812404
82,3775.60890364
83,2529.39370641
84,4369.95612364
85,3134.80257835
86,2319.68067949
87,2365.62906936
88,3721.81405046
89,2613.55399527
90,6492.37343602
91,4108.76034759
92,3956.85363171
93,1568.98825776
94,4463.59777557
95,2145.99895033
96,6418.73169301
97,3161.63103386
98,4095.69310384
99,2585.90689786
100,2992.52278034
101,3112.03098186
102,4056.36168201
103,2060.07000658
104,2890.04294177
105,3314.48754288
106,1798.73443168
107,2705.4131359
108,931.184950006
109,3383.58065618
110,2513.65932732
111,1600.08504297
112,2794.89561799
113,1831.6229185
114,3535.47923735
115,2286.74861825
116,1998.46993613
117,2270.32580755
118,2306.211481
119,3763.89477288
120,7807.89937192
121,1067.4874075
122,3993.75836893
123,2624.881913
124,3317.70792009
125,3187.75561669
126,3896.47302144
127,2874.74444287
128,3672.52743855
129,1851.44873419
130,3511.50263752
131,1522.40642304
132,2807.71241349
133,4532.2037779
134,2441.81109059
135,3343.66562172
136,3582.43028806
137,3006.81862223
138,988.01810371
139,3933.69713006
140,3418.8170299
141,2526.87411707
142,4398.1642965
143,3004.35925729
144,2909.14550552
145,1452.84779213
146,1984.11585804
147,2507.91920951
148,4690.0430039
149,3172.164345
150,4045.77459625
151,3378.24192058
152,2422.66961321
153,1751.10972494
154,2565.99275105
155,1588.35906571
156,4063.19468802
157,3561.49859097
158,1390.24736222
159,2567.98418752
160,3738.49749915
161,2848.90041428
162,3422.26527685
163,2785.32983502
164,1869.58026369
165,2327.98544048
166,1398.56992158
167,4677.37173316
168,3075.82804015
169,2070.33887391
170,2895.77402486
171,1192.58949826
172,1720.2409599
173,2561.25820266
174,2415.03817852
175,1803.541927
176,2600.91745557
177,5090.72716105
178,1521.83764147
179,283.326093358
180,3373.03569222
181,3025.78461151
182,2615.07292162
183,1974.43755325
184,2125.79426279
185,3023.02634016
186,3576.40496521
187,2265.57344009
188,2861.93047806
189,2482.60742937
190,2503.22402724
191,2420.16688219
192,3916.81014094
193,2683.7420285
194,3166.40220899
195,3345.45713031
196,3431.59219999
197,1901.45102352
198,1527.58517332
199,6593.86531599
200,1801.9562261
201,2577.33513296
202,1957.30606826
203,5377.7471323
204,2668.02973417
205,2552.3407795
206,2210.58835527
207,1268.95741215
208,1845.72424047
209,4059.63793802
210,2651.61048646
211,2135.3808589
212,3579.30918878
213,2806.65947611
214,3301.68253414
215,1048.91541146
216,2996.47928075
217,3060.58372297
218,2407.74238793
219,2415.29387388
220,2449.09903567
221,4327.33046968
222,3312.04614767
223,2178.49052162
224,1785.50031712
225,2630.18361433
226,1341.73089858
227,1735.63565669
228,2975.3937586
229,2577.47771438
230,7120.17812472
231,2512.89359899
232,2981.12945734
233,2281.05473088
234,2571.63708983
235,1349.26184948
236,2851.69415792
237,2597.71990615
238,1780.33948709
239,2422.3326729
240,1939.31542582
241,1777.95654909
242,1624.2211405
243,2007.77732406
244,1856.02123748
245,4965.88159422
246,8587.40562536
247,2078.4471026
248,3004.99455157
249,4435.701563
250,3482.79192455
251,2855.92805338
252,4921.57913371
253,3732.36347091
254,1904.07438095
255,2195.30685664
256,1893.33450366
257,2267.68304613
258,3499.84520285
259,2520.39237732
260,2940.29359299
261,2347.70172883
262,1968.39670777
263,3851.34649211
264,3335.79101262
265,6050.59813018
266,2642.30088566
267,3154.52942527
268,4495.87297521
269,1914.14719061
270,2276.39628787
271,3687.19519444
272,2270.02227036
273,3142.94648606
274,2646.38762069
275,3334.58038371
276,3535.30610373
277,3756.02368798
278,-13.4154787401
279,2451.35818659
280,2287.79057312
281,2945.35122176
282,2619.65952755
283,1184.90379538
284,3005.59492163
285,3933.08936795
286,2729.20247205
287,4929.1104222
288,4843.30494326
289,3459.49570307
290,1558.52780867
291,2875.26963233
292,3375.29576301
293,2750.30206275
294,5320.29965964
295,6589.71885867
296,5515.8228348
297,1996.83418552
298,2069.74329487
299,2648.56470737
300,1411.81549272
301,4610.89236014
302,4768.21693481
303,2481.46852151
304,2269.89754816
305,1902.2143425
306,5376.2321287
307,3241.41478808
308,4351.22008169
309,3434.05123461
310,2263.7859033
311,5779.61565167
312,2294.94376494
313,2228.12130946
314,5159.73388461
315,2703.87418873
316,3659.01098125
317,2804.15604746
318,3104.05386909
319,1879.71342701
320,6643.61987983
321,4127.22909852
322,4360.23624903
323,2509.82607109
324,4093.60749713
325,4257.20913355
326,4098.98708756
327,1748.62157552
328,2460.23307664
329,3850.49335793
330,3428.42522362
331,2262.01878913
332,3974.1877296
333,1583.98450642
334,1281.50228766
335,3834.77177826
336,2191.03611296
337,2588.06456098
338,2429.66210893
339,2023.05648317
340,2939.05918487
341,2189.58333644
342,1918.6738637
343,2894.81786705
344,2622.59312406
345,1373.53811403
346,1275.76299793
347,4488.03861579
348,5100.31644299
